Tweet,Sentiment
@BetteMidler Probably agree with you but we had an ice age once. Maybe climate change is natural,-1
"@WinWithoutWar: If youre watching #FY18NDAA, yes, yes, that is Dick Cheneys daughter, now a Rep. saying that climate change is not a s",0
Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel - T... http://is.gd/7Pxrw (via @csringo2138),0
@peta2: Meat production  is a leading cause of   climate change   water waste   deforestation    #VeganForEarth ,1
"@JeffreyGuterman: #Trump has selected Myron Ebell, a climate change and global warming skeptic, to lead the @EPA transition team.",0
@grist: Mainstream media sucks at talking about climate change. https://t.co/i1tyqx63au https://t.co/GGDpOq3ZXE,0
New federal office for global warming ' http://americanperspective.org/New-federal-office-for-Global-Warming.html,1
@pemalevy @ClimateDesk NOAA has disproven global warming through their own measurements of OLR's. Enjoy the cult. https://t.co/h5WOq74gzV,-1
@lyonnebaby: @nlyonne your RTs go from hilarious to climate change and I$q$m watching like https://t.co/Xg1OQz8e2P,0
Weren't we all supposed to have drowned from global warming like 10 years ago or something?  #EndClimateHysteria https://t.co/V68CQVMEs3,-1
"@codinghorror: I guess the good news is that with global warming accelerating on Trump's watch, Florida will be less of a factor in futu",1
@vascopyjama: Innovation is what's needed to counter global warming but with no w/sale access to the electricity Market there's n,1
@ebender00: Hacking models for infectious disease and climate change: #IMED2016 https://t.co/HB4flmroex @mithackmed https://t.co/3XjAyuA,0
"If Trump took responsibility for the cold spell across much of the U.S., claiming that he 'fixed global warming in https://t.co/fYmkomQxNb",0
Neoliberalism has conned us into fighting climate change as individuals | Martin Lukacs https://t.co/lSoYrm3jcG,1
@ClimateScam: Busted! Rajendra Pachauri: head of UN climate change panel clocks up half a million miles of air travel http://bit.ly/d6mlhN,-1
@altNOAA: On Doug Jones' website: 'I believe in science and will work to slow or reverse the impact of climate change.' Doug,1
@USFreedomArmy: Or maybe it is just that the global warming nuts are being given a sign. Enlist with us at https://t.co/oSPeY48nOh. Patr,-1
"@UN: Empowering women, empowering nations, fighting climate change: All can go hand in hand. @UN_Women in Liberia: ",1
POLITICO: Graham's own private climate change - Glenn Thrush - Graham's own private #climatechange: [link],0
@Abdulghani72 climate change denial e.g. retaining supreme power over saving our planet. I admire what you guys have done. Admirable.,1
@Dennis_QH3: One of the top debunkers of climate change fear-mongering on Twitter is @SteveSGoddard. You need to follow him. His feed is,-1
@_benjvmins_: me enjoying the warm weather but also realizing that soon we'll all fry because of global warming https://t.co/8qyXsKt6vU,1
Bike Across America Highlights Climate Change &amp; War: By Dan Monte for World Beyond War - I view this as a nece... http://t.co/JwyycOthRs,1
@EnergyInDepth @NYCMayor Why are you wasting money on this? Feel free to promote this for people who dont believe in climate change.,0
"@AIFam16: -youre so hot, you must be the cause for global warming. #ALDUBLetLOVELive",0
@lisang: I cannot believe the @nytimes expects intelligent readers to engage with a columnist who questions global warming. How insultin,1
"@RagSnapper: Matt Ridley, climate change denier and (surely coincidentally) 'man with finiancial interests in coal mining'... https://t",1
@BernieSanders: 'The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competiti,1
@UN: 2 more rounds of climate change talks to be hosted by UN before summit in Mexico  http://bit.ly/btN2fv #UN #news,0
Climate Change Fraud - Global warming: Balancing quotes: There are some who are saying that because the Oxburgh in... http://bit.ly/bfHwbw,-1
@Beccaasauruss: One of the best things you can do if you are concerned about climate change is to #GoVegan  #UKClimateAction https://t.,1
@RealAssange: Just a thought:  I cant remember if @algore invented the internet before or after he invented global warming.,-1
Spanish Companies Waking Up to the Call of Climate Change ' CSR International http://retwt.me/1MSfU (via @CSRint),1
Climate change movement dead? http://bit.ly/9clxKG,-1
@yashar @jackshafer FFS - denying climate change and promoting mercenaries are NOT 'opinions' they're cankers on humanity,1
people who think climate change isn't real https://t.co/fP25cflPPM,0
"there's literally no snow in anchorage, ak &amp; some ppl believe climate change ain't real... https://t.co/oz8DqT6kLL",1
@jojosmariah climate change isn't real,-1
Environmental Economics: Note to Environmentalists Part II: The climate change bill that was supposed to be unveil... [link],0
Stone Soup The Importance of Trees in Halting Global Warming: Most people have heard that planting... http://bit.ly/b7l6Pn #stonesoupdayton,1
India to have own panel on climate change: Jairam Ramesh- Hindustan Times http://retwt.me/1LSeg (via @htTweets),0
@hotfunkytown: NFL ratings are in a slide and stadium attendance is crashing. Must be global warming.,0
"Kampanyekan Global Warming, Daniel Keliling Dunia Naik Sepeda http://t.co/hxxLFVfvV1",0
@SteveSGoddard: The global warming is bad in Vermont on the first day of Spring https://t.co/EUSii18KPr,-1
@estherclimate: This is great but I wish this was happening from 2011-2015 in Nigeria   Ngozi Okonjo Iweala talks climate change at WEF,0
"@mdrache: Yeah, it's climate change, not idiotic forest management. https://t.co/T41lkM6pIW",1
"Senior Technical Advisor: Communities and Climate Change, Environment and Development, New York @UNjobs #jobs [link]",1
@onlmaps: Projected impact of climate change on agricultural yields by the 2080s compared to 2003. https://t.co/0lyQlxuvrK https://t.co/,0
40 degrees again today in Penrith.  This will be the standard from now on. Thankfully climate change is a communis https://t.co/u3mehxgc9z,1
"@WSJ @greg_ip They need to move, relocate, the coastal waters are going to continue to rise with global warming and https://t.co/TmemB9vMlH",1
. http://bit.ly/aqwt24 global warming facts World leaders back embattled Pachauri,1
@TheDailyShow: How will climate change actually affect you? @ronnychieng reports: https://t.co/btGDaWiQ0R https://t.co/YSuaULcm2r,0
This rose has been flowering all winter. An effect of global warming do you think? The blooms don't last long thoug https://t.co/Zv004gsono,1
"@PaterIndomitus @ProtectthePope I doubt Cupich will die on prison. He'll cave on anything, except perhaps global warming.",0
"via @cnnbrk cnnbrk: Sen. Graham's move imperils Dems' push for immigration, climate change bills. [link]",0
Way to my heart..mac cheeze..shrimp..and some good ol global warming lol,0
Climate Change - 100 Endangered Places and How to Save Them - Newsweek [link],1
"@boliviaun: The Guardian: ""Hollywood stars join politicians at Bolivia's 'cool' global warming summit"" http://is.gd/brtPY #cochabamba",0
"oh brother, can you believe this nonsense? as if Alberta$q$s economy has not tanked enough with world oil prices.. https://t.co/Pvs0PixgmY",0
"If glaciers returned to Chicago, government climate scientists and the #FakeNews press would no doubt attribute it to global warming.",-1
Yeah...global warming my ass...,-1
@TheDailyShow: .@algore dissects the argument that developing countries don't have the resources to fight climate change.,1
"@kurteichenwald: In full page ad in NYT in 2009, @realDonaldTrump called for urgent action on climate change. Which does he believe? htt",0
Last few days climate change had shown its full impact on most part of India.Its now high time we two legged animals should behave sensibly.,1
@rabihalameddine: Trump calls global warming a Chinese hoax. Clinton emails.,1
"At DU, a climate change exhibit thats thoughtful, shocking and sometimes even humorous https://t.co/Ki9yotGfb0 https://t.co/BStZyODe3I",0
MIT scientists are partisan dopes too apparently?   https://t.co/gwLph3xU9n,-1
@BraveConWarrior: Castro Praises Pope For Using Global Warming To Spread Communism | BB4SP http://t.co/7fZBjteQYG http://t.co/yJhQfR3yic,-1
@jarrodmckenna: I$q$m waiting for the government to blame climate change on... renewables.  #stuffwecanblameonrenewables,0
Flawed data used to support global warming.,-1
@CNN not bad it will give room for talks like brexit terrorism migrant crisis climate change etc&amp; how trump wants to sustain uk as an allie.,0
The ASEAN Regional Forum Workshop on Climate Change Adaptation and Disaster Management https://t.co/pHQe6l9VkI https://t.co/EOf95d6DUF,1
"@Reuters Please don't,global warming is a hoax.",-1
@witchycleo: And republicans don't even believe in global warming fucking imbeciles https://t.co/Dn0gUvLz2l,1
"@wpalen: Kara Hall tests tailed frog tadpoles at high temperatures, and finds they are (somewhat) plastic in response to climate change",1
West Mediterranean countries unite on climate change (AFP) [link],0
@jocoolwu: Who knew that living in Atlanta would produce multiple snow days?? Is this global warming/freezing in effect? #ATLWeather htt,0
"@9GAGTweets: Last Saturday, 200 hackers at UC Berkeley gathered to save federal climate change data before.. https://t.co/4AdrHaPVaH",1
"@RedNationRising: Dear Santa, this year for Christmas, please bring Al suitable attire. The climate change emperor has no clothes | #Red",-1
@anyclinic: I think that arguing for man made climate change should have you held on a psychiatric ward.  @StephenVieting https://t.co/B,-1
"Evidently some of you have never seen that algore's chart shows CO2 levels increase FOLLOWING global warming, rather than preceding it.",-1
@mishacollins: Good point! @realdonaldtrump IS the candidate who might end global warming by bringing us nuclear winter. DON'T BE,1
@StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoN,1
@ijreview: Bill Nye Takes a Break from the Climate Change Debate to Give His $q$Science Guy$q$ Views on Abortion http://t.co/FCm03UHlPp,0
@_JessssicaLaura: Everyone stfu about saying its global warming it's spring get over it or go do something about it instead of complaini,-1
"@Miskonius84: And so 'anti-science', since it continues to show up and ruin those beautiful global warming theories. https://t.co/9nGJKy",-1
The impact of climate change on agriculture could result in problems with food security'. -Ian Pearson https://t.co/hxmF9wpfne,1
@StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoN,1
"@ProfBrianCox: Me, on Flat Earthers, climate change and Brexit. Off you go ;-) https://t.co/Q6qaFg3rXO",0
"@amydillon: Too warm for pants, too pale for shorts: a global warming story.",0
"@luisbaram @EcoSenseNow rule #1 of climate change alarmism, the current year is always the hottest on record.",-1
"Do you have blogs, resources to share on #health &amp; climate change? Learn more &amp; submit by April 24: https://t.co/dFBBlXQiLu #globaldev",1
"Graham Threatens to Pull Energy Bill Sponsorship: Senator Lindsey Graham, a central architect of a climate change... http://nyti.ms/de18G5",0
"I suppose the next step is to queue up an inspirational song, change my profile pic to a Union Jack  &amp; blame global warming. #LondonBridge",0
@interfaithpower: Get your #FaithClimateActionWeek kits! Join more than 1200 faith communities spread the word about climate change,1
Top UN environment official defends conclusions of landmark climate change report: http://ping.fm/fkOj4,0
@murfrw2016: Gore is scamming more money from climate fools. Al Gore's climate change film An Inconvenient Truth gets a sequel https://t,-1
"@SenSanders: On virtually every major issue  raising the minimum wage, climate change, pay equity for women  we are the majority",1
"@AssaadRazzouk: In the new new world, China lectures the United States about climate change and the importance of cooperation betwe",1
Exactly how does it prove climate change? Temperatures change day to day which is normal. There are such things as https://t.co/ySnc98k8KW,-1
@marxismflairism: And it will only get worse each monsoon season due to climate change. Climate change disproportionately impacts poorer,1
Evidence of rapid climate change in the Arctic as permafrost erosion transforms the Arctic food web https://t.co/pvWFhemnXU,1
@1followernodad: parent: I'd do anything for my children!  Scientist: here's how to stave off climate change so your children can stay o,1
Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/chotVm,1
Silly climate change.,0
@AJEnglish: 'Protecting the Earth's lungs is crucial if we are to defend the planets biodiversity and fight global warming.' https://t.,1
TFTCS 'BloombergTV 'Wondering if intense storms are linked to climate change? The one-word answer is yes https://t.co/4xYAnlspXJ'',1
"@RepRaskin: Proposed cuts to @NOAA would devastate climate change research and resiliency. Who's designing the budget, Vlad Put ",1
"@Algore, what do you think of this--&gt; 55% agree with the statement''Global Warming is a Scam!' http://ht.ly/1Frxf #tcot #p2 #teaparty #ocra",-1
Curious does anyone wanna discuss climate change or global warming currently or only during the summer to fit narra https://t.co/aeuNDUDlpU,0
"@LRonnas: Join us at Kulturhuset, 11.00 hrs for #StockholmAct debate on how UNSC should deal w climate change",1
This Factor Predicts What People Think About Climate Change http://t.co/SQxzHuo5HW @TIME,0
Climate change threatening Glacier National Park and Montana's economy - Examiner.com http://bit.ly/bN869t,1
This is good since President Elect Trump does not believe in climate change and won't be spending any money fightin https://t.co/8dW7pgjfyl,-1
@CalumWorthy: Who saw @ShawnMendes talking about climate change on #24HoursofReality?! ,0
@StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoN,1
@WWF: A LOW carbon future is the new goal at hand for both governments and businesses as risks of climate change are becoming increasing,1
@coffeeman3lb: @newsbusters good morning obama is buying snow shovels for shovel ready global warming around the white house,-1
Tell Shell shareholders to reject a pay policy that charts a path towards irreversible climate change! https://t.co/Vzbwa06zkH,1
@pir8gold -I'd spend money on moving the over heated polar bears to east coast. Would be cheaper that FUNDING GLOBAL WARMING,-1
"Plants effective way of tackling global warming|Washington, Apr 30 : Plant leaves account for less than one per .. http://oohja.com/xc0tB",1
Nothing to see here no climate change at all  https://t.co/5ZYbJS7ljC,0
@Hairtrigga @donlemon @CNNTonight big money in MAN MADE climate change. Never said rampant pollution was ok. I am an avid outdoorsman,-1
"@va_shiva: The TRUTH about climate change and the bogus Paris Accords, explained by me a scientist, not lawyer-lobbyist @SenWarren #Fake",-1
Republicans want to seal our borders and end Obama Syrian Refugees from entering our country. Democrats want to talk about Climate Change,-1
"@BlacklistedNews: Hypocrite: Obama goes to climate change speech in Italy, stays in $20k/night villa, takes private jet, has 14 car",0
@1followernodad: parent: I'd do anything for my children!  Scientist: here's how to stave off climate change so your children can stay o,1
@BarSouthNCelly: Well here is Don Cherry saying global warming is fake... https://t.co/YccK89H9DZ,0
"@fourmea: A more defined role should be given to the youth to prevent the impact of climate change, which is why YOUTH frm H.",1
@CivilJustUs: How do they expect us to care about global warming with all this penguin on penguin crime?? https://t.co/HypysWHvVV,0
"@DavidCornDC: Hey Florida, nice little Everglades you've got there. Thanks for voting for a climate change denier. See you in hurricane",1
"@MissLizzyNJ: Every time someone is killed or raped in the name of Allah, it only makes sense to blame global warming and the Chinese. -",-1
@HeyTammyBruce @CBSNews fake news and Not global warming like you and sanders kept harping about when ISIS is a big problem?,-1
"Global warming is not driving this refugee crisis, but it may drive the next - Mashable http://t.co/VMtY7QJXLI  - #GlobalWarming",1
Oh lovelyEPA Scott Pruitt voicing claims that carbon dioxide doesn't have anything to do with climate change! Say goodbye Planet Earth!,1
@BofA_News There is no climate change!,-1
@mechapoetic: you can compost all you want but the biggest perpetrators of climate change exist at the level of production and that's wh,1
"$q$in the north, the trees are going to enjoy$q$ global warming https://t.co/ilaVFk4HXY",0
@petefrt: Fmr Obama official: Obama bureaucrats promoted misleading studies on climate change to push agenda   #tcot #p2,-1
@kcjw33: Warmist fears arise over Trump plans to cut climate change research https://t.co/OyNEAaovzP #feedly,-1
"@maisiekemp_: Makes me so sick that a racist, sexist, discriminative man who thinks global warming is a myth is going to have so much in",1
@motherboard: This mesh network will help an Inuit town monitor the effects of climate change https://t.co/42U7g3FScu https://t.co/OVYWs,1
I$q$m an optimist. I think climate change will kill ISIS unless Volkswagen gets them first. https://t.co/zbmRBoAFMk,0
@1RossGittins: Climate change? What climate change? https://t.co/6bBowIUxaQ #climatechange #ausecon #ausbiz #auspol,-1
@GrizzlyGovFan: Our atmosphere isn't enclosed in greenhouse glass. The hyperactive sun that gave us the wonderful global warming we enj,-1
Makes sense! @StephenAtHome I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist,-1
Mixed metaphor or something like that:  Octopus in the parking garage is climate changes canary in the coal mine https://t.co/cBngqZMmcC,0
Trump to drop climate change from environmental reviews: https://t.co/07E5BdcY4P via @AOLGood for you Mr. President.,-1
#earthquake let me guess liberals will say it is caused by 'climate change'.,-1
US SENT $221M TO PALESTINIANS IN OBAMA'S LAST HOURS-including $4M for climate change programs and $1.25M for U.N. https://t.co/Gt02OCVafB,0
@abdwj48: @davidakin liberal motto..spend spend spend spend spend...tax tax tax tax tax...climate change..khadr is our hero,-1
"WASHINGTON - The term Green Movement was not yet in vogue, and there was little talk of combating global warming. http://bit.ly/9lBWqk",0
@GlobalEcoGuy: California has been leading the fight on climate change in America.  And we know will double down on this in the co,1
"@NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn htt",1
"@EhrenKassam: It's 2016, and a racist, sexist, climate change denying bigot is leading in the polls. #ElectionNight",1
@msroberts0619: Once again the @NASA and @NOAA global warming fraud is exposed as data tampering. https://t.co/fVer9cb2bp,-1
#KeepItInTheGround #ActOnClimate  https://t.co/fewFi4Foz4,1
"@NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn htt",1
Trump's energy policy includes scrapping Obama's climate change efforts and reviving coal. #climatechange https://t.co/IhQhbKCe9I,0
Trump opens #sotu2018 by citing natural disasters...probably caused by climate change...,1
Floods are caused by nasty women not climate change #TrumpNarratesPlanetEarth,0
@tom_ballantine: Unchecked climate change is going to be stupendously expensive https://t.co/6D8RetyZwq,1
RT: @IvankaTrump Ironic tidbit of the day...Senate global warming hearing canceled due to the blizzard. http://bit.ly/9nzHsE,1
Climate change deadly? Scientists suspect global warming may be contributing to strange deaths of Arctic birds. [link],1
@BevHillsAntifa: Antifa was forced to build a fire in the road to keep warm due to climate change.  https://t.co/j10wWdy17V,0
Due to climate change concerns I will not be performing at the Trump inauguration. ,1
@BobRey77: Some millennials actually believe that they are going to die young because of climate change. How stupid is that?,-1
It's funny how the mainstream media doesn't talk much about climate change. Maybe it's proof they're more conservative than liberal.,0
TV weathercasters divided on global warming: By Suzanne Bohan Weather forecaster Spencer Christian sits with meteo... http://bit.ly/aOxWc8,0
Snowmaggedon shuts down Federal Government - @algore reassess his Global Warming hoax. #snowpocalypse #tcot #p2 http://tinyurl.com/ygws7ne,-1
We might elect a president who doesn't believe in climate change :(,1
Pew Center on Global Climate Change Releases Report Calling for Federal Leadership on Climate Adaptation http://bit.ly/buyu3l #green #energy,1
@Slyty17 Obama is the new Hitler. Your campus is a disappointment. You'll graduate believing in global warming & unemployed! Get a clue!,-1
@Khanoisseur: 4. Lawsuit Christie helped Exxon cheat not to be confused with Exxon climate change lawsuit Sessions can help squash https,0
@DEMsAreBigots: Leftist Militants peddling bullshit to support climate change. The fakenews from DEMs keeps piling up. Boy this is,-1
@Snowhayt Hahaha malay mo climate change,0
"@Napoleonlegal: Bottom line:  Man is a carbon based life form.  $q$Carbon taxes$q$ $q$Climate Change wrt Carbon, robots, connect the dots I$q$ve",-1
"@SteveSGoddard: 1934 was the hottest year on record in the US. That didn't suit the global warming agenda, so @NASA erased the heat",-1
Miller explains global warming:,0
@SethMacFarlane: HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoax,1
All this cold a weather I guess global warming is on vacation right now,-1
Want climate change consensus? Lets form the McChrystal Commission. https://t.co/OHdMh34rjk,0
"@ezraklein: In this podcast, @ElizKolbert gives the clearest explanation of global warming science I've ever heard: https://t.co/9MlkSSL",1
So that Trump site that's going around? I genuinely and sincerely asked for him to meet with climate change experts and try to save us.,1
"@SteveSGoddard: - @NASA has tripled global warming since the year 2000, during a time when satellites show no temperature increase.",-1
@ce_est_vinnie climate change,0
"@WMassNews I thought it was increasingly poor diets and lack of exercise, but climate change makes more sense",0
@SLOCATCornie: What role plays transport for climate change? During #COP23 we are going to have daily talk shows on this topic!,1
Loving @JamesDelingpole 's podcasts especially the one with Tony Heller aka @SteveSGoddard on climate change corrup https://t.co/8c6QlgNQu4,-1
Snow in NC for the second time in two weeks. I call BS on global warming. LOL  North Carolina right now https://t.co/fzvJUwwYjb,-1
"If you still think global warming is real, time for 'waky waky...' https://t.co/Lm0pIyR5J2",-1
We got about 14 inches of snow thus far in Panther Valley (30 min from Poconos)..much more to come yet..as for global warming ---&gt; Hum Bug !,-1
@LETLUNADiE Hdkdks hes the cause of global warming,0
@GoodClimateJM: Part 1 of a three part series about the challenges of communicating climate change. http://jm.ly/fh5UVC,1
#TEAParty https://t.co/mcCHdVbq5T Lord Monckton shows IPCC Pachauri is dishonest about global warming after being corrected,-1
"When Beyonc implies that an earthquake is caused by global warming.. I mean, Should I tell her or should you? #stillthequeenthough",0
@StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoN,1
@BeatrizList: When it's nearly 60 degrees in January but our president doesn't believe in climate change lmao,1
COW FARTS EXONERATED FROM GLOBAL WARMING http://bit.ly/ddsHDe Al Gore sighs HUGE relief....from his rectum #cbiz #tcot #sgp #teaparty #ucot,-1
Senators prepare compromise climate change bill - http://bit.ly/aHEzjq,0
"@SteveSGoddard: The @nytimes says global warming killed us all over a decade ago: 'The conclusion, conveyed with great authority by seve",-1
Fascinerend. shift toward treating climate change as a political rather than as a scientific issue is relatively n https://t.co/R5FPjSIsW7,0
"F the economy, and it was doing just fine, I want breathable air,I want to slow down climate change, those miners j https://t.co/2zKsHB5Qfw",1
"@KyleKulinski: Bernie ties climate change to terrorism. Undoubtedly true, but will universally be mocked in the media. #DemDebate",1
@mitchellvii: The only climate change Democrats should be worrying about is the political one.,-1
"Cochabamba and Climate Change: Another Summit, Another Try http://retwt.me/1MRqO (via @Care2)",0
the President of the United States of America thinks climate change is a joke and wants to build a 3000km wall,1
@TedAbram1 @wattsupwiththat you kooks...climate change is s hoax. What good is raising taxes going to do to control the weather?,-1
It's global climate change-not warming. #ac Read: www.associatedcontent.com/article/2872954/global_climate_change_not_global_warming.html,1
Rich Galen: Is global warming another DC snow job? (Blizzard?) http://blogs.chron.com/txpotomac/2010/02/rich_galen_is_global_warming_a.html,-1
This is the climate change crisis of public (read: GLOBAL) health. AKA people aren't freaking out nearly enough. https://t.co/fdo7FnjevW,1
@USFreedomArmy: When will people understand this about globalism &amp; not global warming. Enlist ----&gt; https://t.co/oSPeY48nOh. Act!! https,-1
Lots of essays have been written about global warming's being a religion. Many fewer texts have been written about https://t.co/rfvpk5iEC9,0
our president doesnt believe in global warming tho  https://t.co/BCSeteX8bK,1
@michaelianblack: So crazy that the only people in the world who know the truth about climate change are American radio talk show hosts.,-1
Why Global Warming Is Like a Scorching Dinner https://t.co/UhMA8UZjxK #science;.,1
"@ShanPoe LOL, I was watching a ""global warming horror movie"" when my phone wanted to change it to hippie.",-1
@JerryBrownGov global warming isn't man-made. This study blames sandwiches and their large carbon footprint https://t.co/yB9buVCpGp,-1
"At the 2018 Southern California Marine Mammal Workshop, tackling whale entanglements, climate change, vaquita extin https://t.co/ETwgGukefk",1
@carlzimmer: The Arctic is heating up &amp; melting fast. For @nytimes I take a look at how global warming is changing its ecosystem https:/,1
@AltUS_ARC: Reaching global warming targets under ice-free Arctic summers requires zero emissions by 2045. https://t.co/c17aQWWtlu,1
@jamisonfoser: Theres a simple explanation for this: Donald Trump knows climate change is real but does not give a shit about you. http,1
"@dknightrises: @Moskvaa what to say. This global warming phenomenon is such a pedophilia , its causing these things",0
@Rick_Stuart07: Concussion is like climate change  It isn't real  Stop listening to so called 'doctors'.  If they have never played how,-1
@foe_us: #ExxonKnew about climate change as early as the 1970s. @AGBecerra must get to the bottom of their denial campaign.,1
 https://t.co/FqEwzphgk8,0
"I thought of killing myself, says climate scandal professor http://bit.ly/ddpGQL GLOBAL WARMING IS A FRAUD 4 WORLD GOVERNMENT! #NWO",-1
"Canada, lets fund an archive of Inuit knowledge to help communities adapt to climate change https://t.co/vjUBylZ4Xr https://t.co/WhpV0V9mUb",1
I enjoy what I predicted global warming.,0
#update garp_erp: Energy News: Energy headlines: Police quiz climate change sceptics _ FT BP to press on with [link],0
wonder how long it will be before John Kerry blames the latest attacks in London on climate change??,-1
"@NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn htt",1
@ronnie_88kobe @chestermissing @CoruscaKhaya The drought is one thing. The big risk is the climate change trends th https://t.co/x1LZTJ0FpH,1
With regards to climate change https://t.co/hsNKbltMK2,0
@AnitaAnimalkin: @iainbyrne @DianeRedelinghu I certainly think climate change is playing a big part in the yearly weather patterns.,1
"@Holbornlolz Snowflakes melting at alarming rate, global warming proven",0
"@factcheckdotorg: Have a question about GMOs, climate change or other public policy issues?Ask SciCheck, our latest feature: https://t.c",0
@muqaddashuss10  ye wala https://t.co/on1tBtfOff,0
@LindaSuhler: Left loves Everlasting Gobstoppers like climate change they can tax/regulate in perpetuity. Bad water in Flint? Eh. It too,-1
Are the 5 oil companies facing a lawsuit suit from New York City for their perceived contribution to climate change https://t.co/S6hKykesQ3,0
@voxdotcom: The next president will make decisions on climate change that echo for centuries. We havent discussed it. https://t.co/BVNW,1
"i wanna get 2 kno U so tell me about the things you like to do,the music you listen to,how you feel ab climate change,&amp;if you like drugs PLS",0
Is the Giant Squid Invasion due to Global Warming? http://dlvr.it/1NZB,-1
@Heritage  Government's Out-of-Step Agitprop on Global Warming  http://twurl.nl/zmyzmk,0
"TFF 2010: Jessica Alba, Brian Hill Talk 'Climate of Change' http://bit.ly/9shhJC",0
"@NYCMayor: Americas largest city, 8.5 million strong, is taking decisive action on climate change. We are divesting from Big Oil and de",1
Flakes: Global Warming Deniers Use Massive Snowstorm as Ammo http://ow.ly/16xWC8,1
Things in life I will never understand: -mass shootings -global warming -car bras,0
"ClimateReality: Clean energy proves there are real, solid solutions to climate change that make economic sense! https://t.co/MSocrJEYA9",1
@Slate we don't call climate change deniers climate change truthers do we?,0
@PrisonPlanet what about a celebrity doing something bad.  This proves climate change is a hoax. FAKE NEWS @Independent,-1
This accord was never about climate change. It was always about globalism and the UN taxing American business. Well https://t.co/2bQ0cgZxhG,-1
RealDocWatson on global warming: Go to Antarctica and stake a claim now! It will be like Florida in a few years!,1
@JamwalNidhi Not that easy to blame climate change though we know increasing temperatures can lead to enhancement of such rain events.,1
Report: open green tech and open business models for climate-change oriented technology transfer http://bit.ly/biHivG,1
@BernieSanders: #ImVotingBecause the future of the planet is at stake. Hillary Clinton will combat climate change. Donald Trump thinks i,1
@SteveSGoddard: Fires in western Canada during 1950 burned 5 million acres. It must have been climate change https://t.co/RgODhjibPX htt,-1
Retweeted Geoff Manaugh (@bldgblog):  Nostalgia for the win. Skepticism about climate change drops when its... https://t.co/W229BOMedM,0
A religious take on climate change [link],0
@fabveggievegan 85 #vegan #interview #veganfutures How do people look away from the facts of climate change? https://t.co/e4ahrYG8ip,1
"After observing Earth Hour yesterday to raise continued awareness towards climate change, Pitbull pushes it... https://t.co/FvXeKaDD5Z",0
@HamKold: CDC cancels major climate change conference https://t.co/gf12PbeZ6m #alternativefacts #TheResistance,1
@brianschatz: It would be interesting to add up how much time is devoted on tv to rando conspiracy theories vs climate change.,1
@AnonyPress: 2016 was the year that the United States elected a man who believes that global warming is a Chinese conspiracy,1
97% of climate scientists believe in global warming. Know what else 97% of scientists believed in at one time? Geocentrism. #Woke #Kony2012,-1
@tracytran: 2010 East Coast Snowfall Blamed on Global Warming? http://goo.gl/jlUo,0
@BernieSanders: The wealthiest industry in the history of our planet has bribed politicians into complacency in the face of climate chan,1
@Firegal_01 hate to burst your bubble but man made climate change ain't real and the environments doing just fine.,-1
"Basic Rules To Think About When Beginning A Advertising Campaign ...: ... Climate Change, clinical trials collagen... http://bit.ly/aVbbEs",0
"@FAOstatistics: Out Now | The State of Food and Agriculture 2016: Climate change, agriculture and food security ",0
"@EdMorrissey: Suddenly, the British have become a lot more skeptical about global warming #tcot http://is.gd/7OQp0",-1
At R&amp;M Developments we are always reviewing climate change and energy use - email the team to find out more estimat https://t.co/i0BzcP2aYk,0
Graham's exit from talks puts climate change bill in limbo: A climate-change bill that was scheduled to be unveile... http://bit.ly/dmbd8y,0
Consensus needed for climate change accord in Mexico http://retwt.me/1LUex (via @HeadlinesIndia),0
"Guys, we don't need to worry about Florida anymore bc global warming is a 'myth' they'll be underwater soon enough.",1
"@JerryMander: Daily Kos: ecojustice: systems change, not climate change & NOT violence! http://bit.ly/bBxEKB | ""Right now, our elected",1
@Bobby_Axelrod2k: It would be nice if Al gore and the climate change experts condemn North Korea for causing earthquakes. https://t.co/D,0
The delusions of climate change religion. Justify poor character and action because 'I'm saving the world'. https://t.co/665E2uoSAl,-1
"@ALTJLESTER: dan: tweets about the lgbt community , climate change, sexual abuse victims and #blacklivesmatter  all of us: https://t.co/",0
The real argument to act on climate change never assumed that experts' most alarming predictions were guaranteed t https://t.co/euZBAd0efF,1
@SenSanders: We have a president-elect who doesnt believe in climate change. Thats frightening for this country and the world.,1
